"id","competitor_hotel_name","room_type","price","check_date","competitor_url","created_at","updated_at"
"59","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","564.00","2023-02-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"60","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","826.80","2023-02-22",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"61","Berjaya Times Square Hotel","Deluxe Twin Room","389.39","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"62","Berjaya Times Square Hotel","Deluxe King Room","404.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"63","Berjaya Times Square Hotel","Premier Sea View Room","481.50","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"64","Berjaya Times Square Hotel","Junior Suite","624.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"65","Berjaya Times Square Hotel","Presidential Suite","792.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"66","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","664.81","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"67","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","676.80","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"68","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","807.50","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"69","JW Marriott Hotel Kuala Lumpur","Executive Suite","1060.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"70","JW Marriott Hotel Kuala Lumpur","Grand Suite","1128.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"71","Pullman Kuala Lumpur City Centre","Superior Twin Room","447.40","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"72","Pullman Kuala Lumpur City Centre","Superior King Room","489.60","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"73","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","561.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"74","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","735.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"75","Pullman Kuala Lumpur City Centre","Oceanfront Suite","855.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"76","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","291.63","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"77","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","273.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"78","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","374.50","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"79","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","470.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"80","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","585.00","2023-02-23",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"81","Berjaya Times Square Hotel","Deluxe Twin Room","445.29","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"82","Berjaya Times Square Hotel","Deluxe King Room","418.00","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"83","Berjaya Times Square Hotel","Premier Sea View Room","514.80","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"84","Berjaya Times Square Hotel","Junior Suite","699.60","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"85","Berjaya Times Square Hotel","Presidential Suite","809.60","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"86","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","822.70","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"87","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","712.80","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"88","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","888.25","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"89","JW Marriott Hotel Kuala Lumpur","Executive Suite","1089.00","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"90","JW Marriott Hotel Kuala Lumpur","Grand Suite","1425.60","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"91","Pullman Kuala Lumpur City Centre","Superior Twin Room","492.14","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"92","Pullman Kuala Lumpur City Centre","Superior King Room","522.72","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"93","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","605.00","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"94","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","700.70","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"95","Pullman Kuala Lumpur City Centre","Oceanfront Suite","1029.60","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"96","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","339.48","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"97","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","330.00","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"98","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","358.05","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"99","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","506.00","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"100","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","657.80","2023-02-24",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"101","Berjaya Times Square Hotel","Deluxe Twin Room","441.05","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"102","Berjaya Times Square Hotel","Deluxe King Room","444.40","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"103","Berjaya Times Square Hotel","Premier Sea View Room","460.35","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"104","Berjaya Times Square Hotel","Junior Suite","653.40","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"105","Berjaya Times Square Hotel","Presidential Suite","853.60","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"106","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","822.70","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"107","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","744.48","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"108","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","860.20","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"109","JW Marriott Hotel Kuala Lumpur","Executive Suite","1089.00","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"110","JW Marriott Hotel Kuala Lumpur","Grand Suite","1333.20","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"111","Pullman Kuala Lumpur City Centre","Superior Twin Room","471.63","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"112","Pullman Kuala Lumpur City Centre","Superior King Room","543.84","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"113","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","617.10","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"114","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","785.40","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"115","Pullman Kuala Lumpur City Centre","Oceanfront Suite","1029.60","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"116","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","302.11","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"117","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","339.90","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"118","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","365.75","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"119","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","555.50","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"120","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","722.15","2023-02-25",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"121","Berjaya Times Square Hotel","Deluxe Twin Room","398.64","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"122","Berjaya Times Square Hotel","Deluxe King Room","453.20","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"123","Berjaya Times Square Hotel","Premier Sea View Room","519.75","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"124","Berjaya Times Square Hotel","Junior Suite","712.80","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"125","Berjaya Times Square Hotel","Presidential Suite","906.40","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"126","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","830.32","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"127","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","760.32","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"128","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","906.95","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"129","JW Marriott Hotel Kuala Lumpur","Executive Suite","1210.00","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"130","JW Marriott Hotel Kuala Lumpur","Grand Suite","1267.20","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"131","Pullman Kuala Lumpur City Centre","Superior Twin Room","548.53","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"132","Pullman Kuala Lumpur City Centre","Superior King Room","517.44","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"133","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","641.30","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"134","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","716.10","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"135","Pullman Kuala Lumpur City Centre","Oceanfront Suite","940.50","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"136","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","333.26","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"137","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","363.00","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"138","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","365.75","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"139","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","544.50","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"140","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","679.25","2023-02-26",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"141","Berjaya Times Square Hotel","Deluxe Twin Room","393.24","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"142","Berjaya Times Square Hotel","Deluxe King Room","376.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"143","Berjaya Times Square Hotel","Premier Sea View Room","454.50","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"144","Berjaya Times Square Hotel","Junior Suite","636.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"145","Berjaya Times Square Hotel","Presidential Suite","808.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"146","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","671.73","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"147","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","756.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"148","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","816.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"149","JW Marriott Hotel Kuala Lumpur","Executive Suite","1010.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"150","JW Marriott Hotel Kuala Lumpur","Grand Suite","1200.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"151","Pullman Kuala Lumpur City Centre","Superior Twin Room","456.72","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"152","Pullman Kuala Lumpur City Centre","Superior King Room","456.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"153","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","528.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"154","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","679.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"155","Pullman Kuala Lumpur City Centre","Oceanfront Suite","882.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"156","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","288.80","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"157","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","327.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"158","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","346.50","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"159","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","515.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"160","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","624.00","2023-02-27",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"161","Berjaya Times Square Hotel","Deluxe Twin Room","362.40","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"162","Berjaya Times Square Hotel","Deluxe King Room","420.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"163","Berjaya Times Square Hotel","Premier Sea View Room","405.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"164","Berjaya Times Square Hotel","Junior Suite","558.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"165","Berjaya Times Square Hotel","Presidential Suite","808.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"166","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","671.73","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"167","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","756.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"168","JW Marriott Hotel Kuala Lumpur","Oceanfront Deluxe Room","875.50","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"169","JW Marriott Hotel Kuala Lumpur","Executive Suite","1030.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"170","JW Marriott Hotel Kuala Lumpur","Grand Suite","1236.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"171","Pullman Kuala Lumpur City Centre","Superior Twin Room","456.72","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"172","Pullman Kuala Lumpur City Centre","Superior King Room","480.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"173","Pullman Kuala Lumpur City Centre","Ocean View Deluxe","522.50","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"174","Pullman Kuala Lumpur City Centre","Junior Ocean Suite","686.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"175","Pullman Kuala Lumpur City Centre","Oceanfront Suite","954.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"176","Wyndham Grand Bangsar Kuala Lumpur","Premier Twin Room","285.97","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"177","Wyndham Grand Bangsar Kuala Lumpur","Premier King Room","321.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"178","Wyndham Grand Bangsar Kuala Lumpur","Sea View Deluxe Room","350.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"179","Wyndham Grand Bangsar Kuala Lumpur","Junior Suite Sea View","550.00","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"180","Wyndham Grand Bangsar Kuala Lumpur","Royal Suite","708.50","2023-02-28",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"181","Berjaya Times Square Hotel","Deluxe Twin Room","389.39","2023-03-01",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"182","Berjaya Times Square Hotel","Deluxe King Room","376.00","2023-03-01",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"183","Berjaya Times Square Hotel","Premier Sea View Room","472.50","2023-03-01",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"184","Berjaya Times Square Hotel","Junior Suite","630.00","2023-03-01",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"185","Berjaya Times Square Hotel","Presidential Suite","840.00","2023-03-01",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"186","JW Marriott Hotel Kuala Lumpur","Deluxe Twin Room","657.88","2023-03-01",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
"187","JW Marriott Hotel Kuala Lumpur","Deluxe King Room","734.40","2023-03-01",NULL,"2025-03-02 18:59:35","2025-03-02 18:59:35"
